user_id,age,gender,country,account_age_months,subscription_type,monthly_fee,payment_method,primary_device,devices_used,favorite_genre,avg_watch_time_minutes,watch_sessions_per_week,binge_watch_sessions,completion_rate,rating_given,content_interactions,recommendation_click_rate,days_since_last_login,churned,gender_code,is_anomaly,anomaly_score,predicted_gender,correct_prediction,prediction_uncertainty
U137519,61,Male,Germany,47,Premium,15.99,PayPal,Laptop,1,Drama,70,19,5,53,1.4,17,32,35,No,0,False,0,Male,True,0.20999999999999996
U113826,33,Other,India,57,Premium,12.99,UPI,Mobile,1,Comedy,181,14,8,92,4.7,27,44,23,No,2,False,0,Other,True,0.30000000000000004
U130760,31,Female,Spain,54,Premium,15.99,UPI,Laptop,3,Romance,22,19,4,72,3.7,20,16,55,Yes,1,False,1,Female,True,0.27
U132271,59,Male,Australia,10,Standard,15.99,Debit Card,Laptop,2,Comedy,47,6,7,93,3.3,44,22,33,No,0,False,0,Male,True,0.16000000000000003
U123115,49,Male,UK,17,Basic,15.99,PayPal,Smart TV,2,Romance,126,10,5,62,2.8,5,28,12,No,0,False,0,Male,True,0.64
U122683,26,Male,Canada,44,Standard,15.99,Credit Card,Tablet,1,Documentary,233,1,3,95,1.7,3,89,27,Yes,0,False,2,Male,True,0.61
U128907,62,Female,Canada,41,Premium,15.99,Credit Card,Tablet,1,Action,105,4,2,93,1.1,27,6,3,No,1,False,2,Other,False,0.6
U100441,49,Male,Japan,33,Basic,7.99,UPI,Mobile,2,Sci-Fi,149,15,4,84,1.8,3,79,31,Yes,0,False,0,Male,True,0.22999999999999998
U135276,51,Male,Spain,56,Premium,12.99,UPI,Laptop,3,Action,70,8,4,54,2.3,35,89,9,No,0,False,0,Male,True,0.28
U138708,47,Other,India,52,Basic,15.99,UPI,Mobile,1,Sci-Fi,124,6,13,81,2.9,34,67,9,No,2,False,0,Other,True,0.21999999999999997
U134543,47,Other,Japan,44,Standard,15.99,PayPal,Laptop,1,Action,283,19,13,48,2.2,3,93,56,Yes,2,True,4,Other,True,0.18000000000000005
U115364,30,Male,Brazil,55,Basic,7.99,PayPal,Smart TV,1,Thriller,268,7,12,30,2.1,23,34,58,No,0,False,1,Male,True,0.26
U133648,38,Male,Spain,35,Standard,15.99,UPI,Laptop,2,Documentary,125,4,11,87,4.1,46,39,16,No,0,False,0,Male,True,0.6
U100195,49,Other,Canada,44,Standard,15.99,Debit Card,Laptop,2,Romance,28,18,4,88,5.0,48,29,5,No,2,False,2,Other,True,0.28
U102705,61,Male,USA,57,Premium,15.99,Debit Card,Smart TV,1,Action,218,3,14,95,3.1,24,73,9,No,0,True,3,Female,False,0.5800000000000001
U116460,54,Other,Brazil,17,Premium,15.99,Debit Card,Mobile,3,Horror,121,15,11,95,1.0,41,23,26,No,2,False,0,Other,True,0.25
U142389,44,Other,Canada,49,Standard,7.99,PayPal,Laptop,3,Documentary,27,9,4,34,2.7,40,70,12,No,2,False,0,Female,False,0.5900000000000001
U132667,62,Male,Japan,12,Basic,7.99,PayPal,Laptop,2,Thriller,45,19,1,88,2.0,12,35,41,No,0,False,0,Other,False,0.5800000000000001
U131902,58,Female,Spain,29,Standard,12.99,UPI,Smart TV,2,Romance,272,17,12,80,1.8,6,63,25,No,1,False,0,Female,True,0.29000000000000004
U124319,45,Other,Australia,20,Premium,15.99,Debit Card,Tablet,1,Comedy,219,6,4,34,4.2,12,74,29,No,2,False,0,Other,True,0.27
U127515,59,Female,France,7,Standard,7.99,PayPal,Tablet,1,Sci-Fi,35,8,7,78,1.0,4,76,55,No,1,True,3,Female,True,0.35
U139162,19,Other,India,48,Basic,12.99,Debit Card,Mobile,1,Thriller,235,4,6,79,3.8,45,76,4,Yes,2,False,0,Other,True,0.28
U116914,26,Female,Brazil,18,Premium,15.99,Credit Card,Laptop,3,Drama,269,2,3,83,2.8,41,61,12,No,1,False,0,Female,True,0.5800000000000001
U140617,51,Male,Germany,39,Premium,12.99,UPI,Tablet,3,Drama,172,14,7,49,2.9,1,71,24,No,0,False,0,Male,True,0.20999999999999996
U144155,52,Male,Germany,41,Premium,15.99,Credit Card,Tablet,2,Action,126,16,6,43,1.6,16,35,38,No,0,False,0,Male,True,0.30000000000000004
U132384,47,Male,Japan,29,Basic,12.99,UPI,Mobile,1,Comedy,231,9,9,95,4.0,29,25,32,No,0,False,0,Other,False,0.52
U129601,20,Female,Japan,38,Standard,12.99,PayPal,Tablet,2,Sci-Fi,16,6,3,34,2.6,18,55,4,No,1,False,1,Female,True,0.27
U134541,50,Female,France,10,Premium,7.99,UPI,Smart TV,2,Drama,234,12,4,61,3.7,35,60,52,Yes,1,False,0,Female,True,0.27
U106653,19,Female,Spain,56,Premium,7.99,Debit Card,Mobile,3,Sci-Fi,194,13,6,99,3.8,12,7,40,Yes,1,True,3,Female,True,0.62
U146468,30,Other,Japan,33,Premium,12.99,PayPal,Mobile,1,Action,156,10,2,59,5.0,4,7,56,No,2,False,0,Male,False,0.64
U101470,24,Female,USA,40,Basic,7.99,Debit Card,Mobile,1,Horror,171,6,11,67,4.2,17,74,3,No,1,False,0,Female,True,0.24
U110907,48,Other,Japan,40,Basic,12.99,Debit Card,Smart TV,1,Documentary,195,12,9,45,4.2,16,10,16,No,2,False,0,Other,True,0.29000000000000004
U141441,43,Male,Canada,53,Basic,7.99,Credit Card,Mobile,3,Horror,171,7,2,96,2.4,45,93,36,No,0,False,1,Male,True,0.26
U143321,56,Male,Japan,46,Basic,15.99,Credit Card,Mobile,2,Documentary,143,13,2,94,2.8,48,80,7,No,0,False,1,Other,False,0.5800000000000001
U106392,20,Male,Spain,55,Basic,7.99,Debit Card,Smart TV,3,Thriller,87,10,4,67,4.9,11,79,52,No,0,False,0,Male,True,0.22999999999999998
U128953,62,Male,Canada,31,Premium,7.99,PayPal,Tablet,1,Romance,272,2,12,62,1.5,47,28,27,No,0,False,1,Male,True,0.28
U116656,43,Other,Canada,31,Standard,12.99,Debit Card,Mobile,3,Documentary,164,17,9,47,2.2,5,65,57,No,2,False,0,Other,True,0.27
U117922,46,Female,Australia,31,Premium,7.99,Debit Card,Laptop,1,Sci-Fi,89,8,7,36,1.0,0,5,10,No,1,False,0,Male,False,0.63
U119588,34,Other,India,7,Basic,12.99,UPI,Tablet,2,Drama,27,18,6,82,2.2,6,71,34,No,2,False,0,Other,True,0.24
U132631,64,Female,France,47,Basic,7.99,Debit Card,Mobile,1,Drama,196,3,5,42,1.6,43,50,0,Yes,1,False,2,Female,True,0.65
U122897,45,Other,Japan,7,Standard,12.99,Debit Card,Smart TV,2,Romance,22,14,4,91,2.1,39,47,1,Yes,2,False,0,Other,True,0.28
U106340,46,Male,India,55,Premium,12.99,UPI,Smart TV,1,Horror,75,16,11,71,3.4,29,66,33,No,0,False,0,Male,True,0.30000000000000004
U123905,26,Other,India,45,Basic,12.99,PayPal,Laptop,2,Drama,199,14,0,82,2.5,48,32,45,Yes,2,False,0,Other,True,0.22999999999999998
U138422,61,Male,Spain,31,Basic,12.99,Debit Card,Smart TV,3,Drama,22,15,3,88,4.8,5,50,17,No,0,False,0,Male,True,0.21999999999999997
U118916,61,Other,Canada,29,Premium,12.99,Debit Card,Mobile,2,Thriller,264,13,11,37,1.7,36,34,59,No,2,False,0,Other,True,0.22999999999999998
U125895,28,Male,Spain,36,Standard,7.99,PayPal,Smart TV,2,Romance,237,2,7,59,2.8,34,25,33,Yes,0,False,0,Male,True,0.19999999999999996
U112955,38,Other,France,41,Premium,12.99,PayPal,Smart TV,2,Drama,130,7,7,78,3.1,46,64,15,No,2,False,0,Other,True,0.51
U129065,21,Female,Germany,49,Standard,7.99,Debit Card,Mobile,2,Comedy,230,15,3,40,4.4,49,85,23,No,1,False,1,Female,True,0.31999999999999995
U145251,44,Male,Brazil,27,Basic,15.99,Credit Card,Mobile,3,Drama,36,13,0,49,3.2,15,11,58,Yes,0,False,0,Male,True,0.24
U135182,61,Male,UK,43,Standard,12.99,PayPal,Tablet,3,Documentary,258,7,8,59,4.9,17,23,7,Yes,0,False,0,Male,True,0.13
U131470,20,Male,Japan,14,Premium,7.99,UPI,Smart TV,1,Comedy,221,6,4,34,1.1,2,64,51,Yes,0,False,2,Male,True,0.27
U101157,39,Female,Australia,51,Standard,15.99,PayPal,Mobile,1,Sci-Fi,80,7,13,47,4.5,45,16,56,No,1,False,0,Female,True,0.22999999999999998
U118107,49,Male,Australia,7,Basic,12.99,Credit Card,Smart TV,1,Documentary,206,8,13,75,3.8,33,26,44,No,0,False,0,Male,True,0.22999999999999998
U128858,56,Female,Canada,36,Standard,15.99,UPI,Tablet,2,Horror,165,2,12,51,1.9,29,64,21,No,1,False,0,Female,True,0.27
U116051,51,Other,Spain,8,Standard,12.99,PayPal,Smart TV,3,Sci-Fi,131,15,0,42,4.1,24,48,29,No,2,False,0,Other,True,0.20999999999999996
U117287,63,Male,USA,4,Basic,12.99,Credit Card,Mobile,1,Action,107,11,6,50,2.1,15,57,16,No,0,False,0,Male,True,0.29000000000000004
U129982,35,Female,Spain,3,Standard,15.99,Debit Card,Laptop,1,Thriller,287,4,1,87,2.8,8,9,9,No,1,True,3,Female,True,0.27
U100578,52,Other,Brazil,40,Standard,7.99,Debit Card,Laptop,3,Drama,129,13,11,71,3.8,39,54,22,No,2,False,0,Other,True,0.29000000000000004
U105692,58,Female,France,23,Standard,15.99,Credit Card,Laptop,3,Romance,132,13,10,82,4.2,16,18,54,Yes,1,False,0,Female,True,0.30000000000000004
U125472,57,Other,France,5,Standard,15.99,PayPal,Mobile,3,Comedy,100,8,9,34,1.2,24,93,14,No,2,False,0,Other,True,0.29000000000000004
U140199,28,Female,France,17,Basic,12.99,Credit Card,Mobile,1,Sci-Fi,171,15,11,57,3.4,2,46,26,No,1,False,0,Female,True,0.22999999999999998
U108960,40,Other,France,12,Basic,15.99,PayPal,Laptop,2,Romance,252,1,10,42,4.9,26,34,39,No,2,False,0,Male,False,0.5800000000000001
U103858,64,Male,India,22,Standard,12.99,Credit Card,Mobile,1,Documentary,153,5,0,37,2.0,16,29,47,No,0,False,0,Male,True,0.29000000000000004
U132561,43,Male,India,35,Premium,12.99,PayPal,Mobile,1,Romance,137,19,3,99,3.3,25,98,41,No,0,False,0,Male,True,0.20999999999999996
U138792,34,Other,UK,19,Premium,12.99,Debit Card,Laptop,3,Romance,207,19,5,81,3.7,49,43,57,Yes,2,False,1,Other,True,0.24
U108445,21,Female,UK,7,Basic,12.99,Credit Card,Smart TV,2,Action,111,11,3,59,2.6,27,84,8,No,1,False,0,Female,True,0.22999999999999998
U107772,61,Female,France,7,Basic,15.99,PayPal,Laptop,1,Comedy,74,15,2,62,1.8,21,58,55,No,1,False,0,Female,True,0.20999999999999996
U110869,32,Male,Australia,50,Standard,7.99,PayPal,Tablet,1,Thriller,95,12,7,46,3.5,8,22,55,No,0,False,0,Male,True,0.54
U146360,27,Other,Australia,9,Premium,7.99,UPI,Laptop,3,Horror,19,13,4,50,1.4,7,43,57,No,2,False,0,Other,True,0.22999999999999998
U148806,31,Female,USA,2,Standard,7.99,UPI,Tablet,3,Comedy,218,11,0,77,4.1,6,98,28,No,1,False,1,Female,True,0.26
U129174,40,Other,Japan,44,Standard,7.99,PayPal,Mobile,2,Comedy,152,1,13,89,2.6,21,43,13,No,2,False,0,Other,True,0.5900000000000001
U141828,44,Female,Brazil,11,Basic,7.99,Credit Card,Laptop,2,Comedy,10,7,13,63,2.4,14,83,16,No,1,False,1,Female,True,0.24
U129273,32,Male,USA,49,Premium,15.99,Debit Card,Mobile,2,Horror,211,16,7,39,1.3,38,37,7,Yes,0,False,0,Male,True,0.25
U116739,57,Female,Australia,27,Premium,15.99,Debit Card,Laptop,1,Sci-Fi,279,16,9,47,3.7,0,92,43,Yes,1,False,1,Female,True,0.25
U143132,60,Female,France,18,Premium,7.99,Debit Card,Mobile,2,Horror,228,6,9,99,2.9,29,32,40,Yes,1,False,0,Female,True,0.26
U126968,41,Male,Japan,57,Basic,7.99,Credit Card,Smart TV,2,Action,73,5,9,31,4.8,9,52,13,Yes,0,False,0,Other,False,0.6599999999999999
U121535,51,Other,Japan,17,Premium,7.99,UPI,Mobile,2,Horror,80,12,13,30,1.9,19,24,22,No,2,False,0,Other,True,0.28
U130281,45,Female,Spain,35,Basic,12.99,Credit Card,Tablet,2,Thriller,265,2,11,56,4.8,19,72,42,No,1,False,0,Female,True,0.17000000000000004
U129013,42,Male,Germany,24,Premium,15.99,Debit Card,Mobile,2,Documentary,22,16,6,68,1.1,15,35,40,No,0,False,0,Male,True,0.25
U143840,21,Male,India,29,Premium,15.99,Debit Card,Mobile,1,Horror,59,8,10,52,4.3,48,19,51,Yes,0,False,0,Male,True,0.32999999999999996
U148722,62,Other,Spain,30,Basic,7.99,PayPal,Mobile,3,Drama,257,10,9,93,4.5,12,27,52,No,2,False,1,Male,False,0.61
U132477,40,Female,Germany,37,Basic,7.99,Debit Card,Tablet,1,Romance,222,7,5,73,4.1,47,43,9,Yes,1,False,0,Other,False,0.52
U115041,58,Female,Brazil,58,Standard,12.99,Debit Card,Mobile,2,Romance,130,9,2,97,4.9,12,56,37,No,1,False,0,Female,True,0.17000000000000004
U102740,38,Male,India,20,Basic,12.99,Credit Card,Laptop,1,Horror,248,11,7,63,3.5,15,12,58,No,0,False,0,Male,True,0.26
U148417,37,Female,UK,31,Standard,7.99,PayPal,Tablet,3,Romance,261,5,3,59,2.1,34,15,3,No,1,False,0,Male,False,0.64
U106128,64,Male,Japan,10,Basic,7.99,Credit Card,Tablet,1,Action,120,7,6,40,2.6,5,14,51,Yes,0,False,1,Male,True,0.5900000000000001
U111575,59,Female,Spain,4,Basic,12.99,Debit Card,Tablet,3,Horror,171,11,3,95,3.9,29,68,24,No,1,False,0,Female,True,0.62
U126970,49,Male,France,31,Premium,15.99,Credit Card,Tablet,3,Drama,40,3,8,49,5.0,49,29,30,Yes,0,False,0,Male,True,0.19999999999999996
U148528,35,Other,Australia,14,Basic,7.99,Credit Card,Smart TV,1,Thriller,21,16,4,70,4.8,49,94,55,No,2,True,3,Other,True,0.61
U125631,25,Other,Japan,33,Premium,15.99,UPI,Laptop,3,Horror,294,2,9,98,1.6,21,33,0,No,2,True,4,Other,True,0.21999999999999997
U104034,57,Male,UK,10,Basic,7.99,PayPal,Mobile,3,Documentary,209,9,8,37,2.1,42,40,38,No,0,False,0,Male,True,0.20999999999999996
U116729,38,Other,Canada,1,Premium,12.99,PayPal,Smart TV,2,Documentary,138,2,4,83,4.7,1,24,51,No,2,False,1,Other,True,0.24
U126041,49,Other,Brazil,2,Basic,15.99,Credit Card,Laptop,2,Sci-Fi,118,4,10,98,2.4,20,24,23,No,2,False,0,Male,False,0.56
U142858,41,Female,Canada,17,Standard,7.99,PayPal,Laptop,2,Sci-Fi,286,10,12,80,3.9,38,82,1,No,1,False,0,Female,True,0.28
U141754,50,Other,Japan,43,Standard,12.99,Credit Card,Mobile,2,Documentary,232,13,7,34,1.2,16,80,4,No,2,False,0,Other,True,0.29000000000000004
U129995,22,Female,India,13,Premium,15.99,UPI,Smart TV,2,Action,152,17,8,40,4.0,21,82,59,No,1,False,0,Female,True,0.21999999999999997
U119792,53,Female,Canada,52,Standard,15.99,Credit Card,Laptop,3,Romance,134,6,6,49,1.4,31,2,55,No,1,False,0,Female,True,0.31999999999999995
U140178,29,Other,Japan,34,Basic,12.99,PayPal,Mobile,1,Documentary,220,1,3,99,1.3,6,87,30,Yes,2,False,0,Female,False,0.63
U120210,19,Female,Germany,31,Premium,15.99,UPI,Smart TV,1,Thriller,143,4,0,32,4.2,21,39,21,Yes,1,False,0,Female,True,0.24
U113964,43,Female,Brazil,54,Standard,7.99,PayPal,Mobile,3,Drama,66,3,8,88,4.9,44,75,31,No,1,False,0,Female,True,0.21999999999999997
U127919,54,Other,Canada,6,Basic,7.99,UPI,Smart TV,2,Horror,94,3,13,65,4.7,17,26,12,No,2,False,0,Female,False,0.63
U118137,23,Other,UK,54,Standard,12.99,UPI,Mobile,2,Thriller,30,10,2,49,3.1,17,30,9,No,2,False,0,Other,True,0.25
U130113,60,Other,India,25,Basic,15.99,Credit Card,Tablet,1,Documentary,11,16,10,95,3.4,11,52,34,Yes,2,False,0,Male,False,0.53
U137767,31,Other,Spain,17,Basic,15.99,Debit Card,Tablet,3,Action,40,7,13,48,3.3,32,87,4,No,2,False,0,Other,True,0.21999999999999997
U149316,36,Other,UK,50,Standard,12.99,Credit Card,Smart TV,2,Comedy,262,13,12,84,3.5,4,72,8,No,2,False,0,Female,False,0.5700000000000001
U124249,28,Male,Japan,37,Basic,15.99,PayPal,Smart TV,2,Documentary,217,11,2,36,1.6,48,43,57,No,0,False,0,Male,True,0.22999999999999998
U117353,32,Other,Japan,59,Standard,7.99,UPI,Smart TV,2,Drama,93,3,13,68,1.8,6,58,52,No,2,False,0,Other,True,0.20999999999999996
U102081,59,Female,USA,39,Standard,7.99,UPI,Tablet,3,Action,97,18,2,41,3.7,27,31,34,No,1,False,0,Female,True,0.22999999999999998
U141681,41,Other,Germany,34,Standard,12.99,UPI,Laptop,2,Romance,18,11,13,36,3.2,7,25,8,No,2,False,1,Other,True,0.55
U143416,53,Female,France,46,Premium,15.99,Debit Card,Laptop,2,Action,36,14,11,30,2.8,25,48,24,No,1,False,0,Female,True,0.17000000000000004
U130365,25,Other,France,36,Standard,15.99,Debit Card,Mobile,3,Comedy,89,5,0,47,4.2,16,86,28,No,2,False,0,Other,True,0.32999999999999996
U141711,22,Other,Australia,40,Premium,15.99,Credit Card,Mobile,3,Thriller,19,5,0,81,4.8,0,4,13,No,2,True,3,Other,True,0.65
U140155,39,Other,Spain,7,Standard,7.99,UPI,Smart TV,2,Documentary,81,12,9,33,2.8,40,54,3,Yes,2,False,0,Other,True,0.31000000000000005
U142810,47,Female,Brazil,23,Standard,15.99,Credit Card,Smart TV,2,Thriller,128,1,9,54,1.9,29,75,38,No,1,False,0,Male,False,0.64
U130364,25,Other,France,7,Standard,12.99,UPI,Smart TV,3,Documentary,271,16,9,73,4.4,40,27,7,No,2,False,0,Female,False,0.48
U142192,56,Other,Canada,31,Standard,12.99,Debit Card,Mobile,2,Horror,161,15,2,74,2.9,43,30,51,No,2,False,0,Other,True,0.10999999999999999
U106850,44,Female,Spain,3,Standard,15.99,PayPal,Tablet,2,Sci-Fi,256,16,7,81,4.0,15,80,13,No,1,False,0,Female,True,0.5900000000000001
U112065,45,Other,UK,4,Basic,12.99,UPI,Smart TV,2,Comedy,167,16,13,31,2.9,23,83,34,No,2,False,0,Other,True,0.30000000000000004
U111220,42,Female,Brazil,7,Premium,15.99,PayPal,Mobile,2,Horror,43,14,14,98,2.6,28,76,56,No,1,False,0,Female,True,0.65
U115944,36,Other,France,31,Basic,12.99,Credit Card,Tablet,1,Drama,89,14,11,56,2.5,18,43,17,No,2,False,0,Male,False,0.5800000000000001
U100523,43,Other,Germany,34,Standard,7.99,Debit Card,Mobile,2,Documentary,144,14,11,96,1.7,35,13,29,No,2,False,0,Other,True,0.19999999999999996
U138823,27,Female,USA,20,Standard,15.99,Debit Card,Tablet,1,Horror,188,19,3,60,2.2,32,69,42,No,1,False,0,Female,True,0.61
U140945,43,Female,Germany,50,Standard,7.99,Debit Card,Tablet,2,Sci-Fi,262,15,4,97,2.9,27,0,52,No,1,False,2,Female,True,0.25
U135689,38,Other,Japan,6,Premium,12.99,Credit Card,Tablet,2,Romance,77,16,2,46,3.0,25,97,41,No,2,False,0,Other,True,0.27
U130837,22,Female,India,29,Premium,12.99,PayPal,Mobile,1,Horror,230,5,0,88,1.1,42,84,42,Yes,1,False,0,Female,True,0.22999999999999998
U111987,33,Female,Germany,51,Basic,7.99,Credit Card,Tablet,1,Sci-Fi,146,9,5,99,4.7,3,56,13,No,1,False,0,Female,True,0.29000000000000004
U138202,59,Male,Germany,59,Standard,7.99,Debit Card,Smart TV,2,Horror,69,5,9,62,2.6,22,6,46,No,0,False,0,Male,True,0.24
U138003,44,Male,Canada,47,Basic,7.99,UPI,Mobile,2,Documentary,141,15,8,82,2.0,0,96,47,No,0,False,1,Male,True,0.6
U118480,59,Other,Canada,42,Premium,7.99,Credit Card,Smart TV,3,Comedy,231,8,3,70,1.9,1,6,37,No,2,False,0,Other,True,0.18999999999999995
U144013,34,Female,France,57,Standard,15.99,PayPal,Laptop,3,Horror,296,15,2,42,3.5,25,43,47,No,1,False,1,Female,True,0.20999999999999996
U130036,29,Female,Spain,59,Basic,12.99,Debit Card,Smart TV,1,Comedy,97,16,2,65,4.3,30,73,15,No,1,False,0,Female,True,0.22999999999999998
U146035,50,Female,Japan,15,Standard,15.99,UPI,Mobile,2,Documentary,142,4,0,34,4.1,2,86,30,Yes,1,False,1,Female,True,0.18999999999999995
U136924,29,Other,Japan,20,Standard,15.99,Credit Card,Mobile,2,Action,201,11,12,77,2.0,2,81,51,No,2,False,0,Other,True,0.27
U129624,29,Male,Japan,1,Standard,7.99,Credit Card,Mobile,2,Comedy,16,17,5,65,1.6,22,88,50,Yes,0,False,1,Male,True,0.6
U130693,64,Other,Germany,37,Premium,12.99,Debit Card,Mobile,3,Thriller,151,18,6,70,2.0,21,11,5,No,2,False,0,Other,True,0.4
U136550,57,Male,Japan,50,Premium,7.99,Credit Card,Smart TV,3,Sci-Fi,27,10,4,77,3.4,47,42,22,No,0,False,0,Male,True,0.21999999999999997
U124993,51,Other,Spain,27,Premium,7.99,PayPal,Smart TV,1,Comedy,64,12,1,67,3.5,45,95,3,Yes,2,False,0,Other,True,0.26
U147109,64,Male,France,21,Basic,15.99,Debit Card,Tablet,3,Sci-Fi,123,5,5,80,3.6,16,48,12,No,0,False,0,Male,True,0.26
U123986,35,Male,Spain,42,Premium,7.99,PayPal,Laptop,2,Thriller,147,2,9,69,1.3,9,74,30,No,0,False,0,Female,False,0.6599999999999999
U103068,64,Other,USA,6,Standard,15.99,UPI,Mobile,1,Sci-Fi,120,7,11,40,4.3,21,35,17,No,2,False,0,Male,False,0.5900000000000001
U140642,51,Male,Germany,7,Standard,15.99,Debit Card,Mobile,1,Thriller,255,8,14,81,1.0,46,51,24,No,0,False,0,Male,True,0.32999999999999996
U140698,36,Male,USA,55,Premium,7.99,Debit Card,Laptop,2,Thriller,299,14,13,96,3.8,40,38,11,No,0,False,2,Male,True,0.32999999999999996
U123263,31,Female,Japan,30,Standard,15.99,Debit Card,Mobile,1,Thriller,239,9,12,49,2.1,29,38,5,No,1,False,0,Female,True,0.26
U144116,38,Other,Brazil,1,Premium,7.99,Debit Card,Mobile,2,Horror,106,12,2,53,4.3,30,17,19,Yes,2,False,0,Other,True,0.31999999999999995
U133421,31,Male,UK,45,Standard,7.99,Credit Card,Tablet,1,Sci-Fi,222,16,7,37,1.1,9,88,40,No,0,False,0,Male,True,0.24
U138747,44,Other,USA,23,Basic,12.99,PayPal,Smart TV,2,Documentary,232,1,1,59,2.9,49,72,49,No,2,False,0,Female,False,0.61
U127449,33,Other,India,55,Standard,15.99,PayPal,Tablet,1,Romance,206,14,12,36,4.2,17,25,57,No,2,False,0,Male,False,0.5700000000000001
U105396,60,Male,Spain,24,Premium,15.99,Debit Card,Mobile,1,Romance,36,11,0,31,1.7,2,83,32,No,0,False,1,Male,True,0.20999999999999996
U119168,59,Male,Brazil,39,Standard,15.99,Credit Card,Tablet,1,Drama,116,13,8,95,3.7,43,87,25,No,0,False,0,Other,False,0.5900000000000001
U103759,56,Male,Australia,35,Standard,15.99,UPI,Laptop,1,Drama,46,11,2,44,4.5,19,90,35,No,0,False,0,Other,False,0.64
U115703,27,Female,Canada,35,Premium,12.99,UPI,Tablet,1,Thriller,242,11,12,65,1.1,16,39,2,Yes,1,False,0,Female,True,0.27
U118829,46,Other,Brazil,49,Premium,7.99,Debit Card,Laptop,3,Comedy,98,5,4,59,4.6,12,87,27,No,2,False,0,Male,False,0.64
U143811,38,Female,UK,45,Standard,15.99,PayPal,Smart TV,3,Documentary,171,6,3,83,2.7,7,74,51,Yes,1,False,0,Other,False,0.55
U119224,25,Other,Australia,8,Basic,7.99,UPI,Smart TV,1,Romance,279,1,13,96,4.4,22,39,45,No,2,False,2,Other,True,0.20999999999999996
U125162,45,Male,Australia,32,Standard,12.99,Debit Card,Laptop,1,Action,284,15,0,45,2.0,44,49,46,No,0,False,0,Male,True,0.28
U129247,62,Other,Brazil,7,Standard,12.99,Debit Card,Mobile,2,Thriller,197,4,7,82,3.5,28,57,5,No,2,False,0,Other,True,0.32999999999999996
U105491,45,Other,Japan,59,Premium,7.99,PayPal,Smart TV,2,Thriller,80,16,2,86,2.6,33,75,7,No,2,False,0,Other,True,0.25
U149787,53,Female,Australia,45,Standard,7.99,Debit Card,Mobile,1,Thriller,77,9,13,62,3.9,37,54,26,No,1,False,0,Female,True,0.31000000000000005
U130973,39,Other,France,19,Standard,15.99,Debit Card,Tablet,3,Documentary,271,2,6,79,4.0,31,58,3,Yes,2,False,0,Male,False,0.62
U148781,29,Female,Germany,3,Standard,7.99,Credit Card,Mobile,3,Drama,219,4,12,76,2.3,4,0,33,No,1,False,1,Female,True,0.28
U117196,57,Male,India,57,Premium,15.99,Debit Card,Mobile,3,Comedy,213,19,12,60,2.3,35,66,56,No,0,False,0,Male,True,0.32999999999999996
U136608,60,Other,Brazil,31,Premium,7.99,PayPal,Tablet,1,Drama,207,17,9,32,3.6,29,97,34,No,2,False,0,Other,True,0.25
U147878,20,Other,Japan,7,Basic,15.99,Debit Card,Mobile,3,Romance,96,15,8,30,2.6,6,25,45,No,2,False,0,Female,False,0.52
U125284,33,Female,India,13,Premium,12.99,Credit Card,Smart TV,1,Comedy,160,16,5,43,1.5,8,90,54,No,1,False,0,Female,True,0.28
U123074,20,Male,UK,30,Premium,12.99,Credit Card,Smart TV,1,Action,34,10,6,42,4.6,20,84,19,Yes,0,False,0,Female,False,0.5
U142737,52,Other,France,9,Basic,15.99,UPI,Laptop,3,Action,44,2,10,44,2.7,39,13,53,No,2,False,0,Other,True,0.19999999999999996
U110742,38,Male,Germany,11,Premium,7.99,PayPal,Mobile,2,Horror,152,1,4,88,2.1,23,30,0,No,0,False,0,Male,True,0.27
U130601,62,Female,Spain,5,Basic,15.99,UPI,Tablet,3,Action,209,11,11,36,2.9,32,25,7,No,1,False,0,Female,True,0.18000000000000005
U138275,63,Other,Australia,12,Premium,7.99,PayPal,Smart TV,1,Romance,26,1,6,38,4.4,41,10,40,No,2,True,3,Other,True,0.22999999999999998
U132738,23,Other,France,47,Basic,15.99,Debit Card,Mobile,1,Action,178,19,4,53,4.2,19,33,52,No,2,False,0,Other,True,0.25
U144093,51,Male,Australia,1,Premium,12.99,PayPal,Tablet,3,Horror,273,5,0,73,3.1,26,1,15,No,0,False,1,Other,False,0.56
U141104,56,Male,France,6,Premium,12.99,PayPal,Smart TV,3,Action,189,18,4,89,3.6,5,51,49,No,0,False,0,Female,False,0.6
U101182,55,Male,Australia,29,Basic,15.99,Debit Card,Mobile,3,Sci-Fi,159,18,13,41,2.4,6,36,44,No,0,False,0,Male,True,0.25
U134647,20,Female,India,22,Standard,12.99,PayPal,Laptop,3,Romance,163,1,7,56,4.2,27,12,9,No,1,False,0,Female,True,0.20999999999999996
U112240,52,Male,Spain,39,Standard,12.99,Debit Card,Tablet,1,Thriller,242,5,3,72,1.4,38,61,45,No,0,False,0,Male,True,0.33999999999999997
U121564,62,Other,Australia,28,Premium,15.99,PayPal,Smart TV,1,Romance,34,16,3,73,2.7,39,69,33,No,2,False,0,Other,True,0.27
U148811,43,Male,India,50,Basic,7.99,Credit Card,Smart TV,2,Drama,142,1,9,77,2.0,30,77,14,No,0,False,0,Male,True,0.37
U138782,44,Male,USA,9,Premium,15.99,Debit Card,Smart TV,2,Documentary,82,3,9,59,1.4,0,16,16,Yes,0,False,0,Other,False,0.61
